Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	Un			PDCF01026331.1	Chromosome		NW_019794546.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026332.1	Chromosome		NW_019794547.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026333.1	Chromosome		NW_019794548.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026334.1	Chromosome		NW_019794549.1	unplaced-scaffold	1187		
GCF_002901205.1		Primary Assembly	Un			PDCF01026335.1	Chromosome		NW_019794550.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026336.1	Chromosome		NW_019794551.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026337.1	Chromosome		NW_019794552.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026338.1	Chromosome		NW_019794553.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026339.1	Chromosome		NW_019794554.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01002638.1	Chromosome		NW_019794555.1	unplaced-scaffold	6916		
GCF_002901205.1		Primary Assembly	Un			PDCF01026340.1	Chromosome		NW_019794556.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026341.1	Chromosome		NW_019794557.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026342.1	Chromosome		NW_019794558.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026343.1	Chromosome		NW_019794559.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026344.1	Chromosome		NW_019794560.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026345.1	Chromosome		NW_019794561.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026346.1	Chromosome		NW_019794562.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026347.1	Chromosome		NW_019794563.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026348.1	Chromosome		NW_019794564.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01026349.1	Chromosome		NW_019794565.1	unplaced-scaffold	1186		
GCF_002901205.1		Primary Assembly	Un			PDCF01002639.1	Chromosome		NW_019794566.1	unplaced-scaffold	6913		
GCF_002901205.1		Primary Assembly	Un			PDCF01026350.1	Chromosome		NW_019794567.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026351.1	Chromosome		NW_019794568.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026352.1	Chromosome		NW_019794569.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026353.1	Chromosome		NW_019794570.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026354.1	Chromosome		NW_019794571.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026355.1	Chromosome		NW_019794572.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026356.1	Chromosome		NW_019794573.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026357.1	Chromosome		NW_019794574.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026358.1	Chromosome		NW_019794575.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026359.1	Chromosome		NW_019794576.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01002640.1	Chromosome		NW_019794577.1	unplaced-scaffold	6911		
GCF_002901205.1		Primary Assembly	Un			PDCF01026360.1	Chromosome		NW_019794578.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026361.1	Chromosome		NW_019794579.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026362.1	Chromosome		NW_019794580.1	unplaced-scaffold	1185		
GCF_002901205.1		Primary Assembly	Un			PDCF01026363.1	Chromosome		NW_019794581.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026364.1	Chromosome		NW_019794582.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026365.1	Chromosome		NW_019794583.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026366.1	Chromosome		NW_019794584.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026367.1	Chromosome		NW_019794585.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026368.1	Chromosome		NW_019794586.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026369.1	Chromosome		NW_019794587.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01002641.1	Chromosome		NW_019794588.1	unplaced-scaffold	6910		
GCF_002901205.1		Primary Assembly	Un			PDCF01026370.1	Chromosome		NW_019794589.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026371.1	Chromosome		NW_019794590.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026372.1	Chromosome		NW_019794591.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026373.1	Chromosome		NW_019794592.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026374.1	Chromosome		NW_019794593.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026375.1	Chromosome		NW_019794594.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026376.1	Chromosome		NW_019794595.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026377.1	Chromosome		NW_019794596.1	unplaced-scaffold	1184		
GCF_002901205.1		Primary Assembly	Un			PDCF01026378.1	Chromosome		NW_019794597.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026379.1	Chromosome		NW_019794598.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01002642.1	Chromosome		NW_019794599.1	unplaced-scaffold	6907		
GCF_002901205.1		Primary Assembly	Un			PDCF01026380.1	Chromosome		NW_019794600.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026381.1	Chromosome		NW_019794601.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026382.1	Chromosome		NW_019794602.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026383.1	Chromosome		NW_019794603.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026384.1	Chromosome		NW_019794604.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026385.1	Chromosome		NW_019794605.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026386.1	Chromosome		NW_019794606.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026387.1	Chromosome		NW_019794607.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026388.1	Chromosome		NW_019794608.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026389.1	Chromosome		NW_019794609.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01002643.1	Chromosome		NW_019794610.1	unplaced-scaffold	6903		
GCF_002901205.1		Primary Assembly	Un			PDCF01026390.1	Chromosome		NW_019794611.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026391.1	Chromosome		NW_019794612.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026392.1	Chromosome		NW_019794613.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026393.1	Chromosome		NW_019794614.1	unplaced-scaffold	1183		
GCF_002901205.1		Primary Assembly	Un			PDCF01026394.1	Chromosome		NW_019794615.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026395.1	Chromosome		NW_019794616.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026396.1	Chromosome		NW_019794617.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026397.1	Chromosome		NW_019794618.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026398.1	Chromosome		NW_019794619.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026399.1	Chromosome		NW_019794620.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01002644.1	Chromosome		NW_019794621.1	unplaced-scaffold	6898		
GCF_002901205.1		Primary Assembly	Un			PDCF01000270.1	Chromosome		NW_019794622.1	unplaced-scaffold	58696		
GCF_002901205.1		Primary Assembly	Un			PDCF01026400.1	Chromosome		NW_019794623.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026401.1	Chromosome		NW_019794624.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026402.1	Chromosome		NW_019794625.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026403.1	Chromosome		NW_019794626.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026404.1	Chromosome		NW_019794627.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026405.1	Chromosome		NW_019794628.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026406.1	Chromosome		NW_019794629.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026407.1	Chromosome		NW_019794630.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026408.1	Chromosome		NW_019794631.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01026409.1	Chromosome		NW_019794632.1	unplaced-scaffold	1182		
GCF_002901205.1		Primary Assembly	Un			PDCF01002645.1	Chromosome		NW_019794633.1	unplaced-scaffold	6894		
GCF_002901205.1		Primary Assembly	Un			PDCF01026410.1	Chromosome		NW_019794634.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026411.1	Chromosome		NW_019794635.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026412.1	Chromosome		NW_019794636.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026413.1	Chromosome		NW_019794637.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026414.1	Chromosome		NW_019794638.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026415.1	Chromosome		NW_019794639.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026416.1	Chromosome		NW_019794640.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026417.1	Chromosome		NW_019794641.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026418.1	Chromosome		NW_019794642.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026419.1	Chromosome		NW_019794643.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01002646.1	Chromosome		NW_019794644.1	unplaced-scaffold	6894		
GCF_002901205.1		Primary Assembly	Un			PDCF01026420.1	Chromosome		NW_019794645.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026421.1	Chromosome		NW_019794646.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026422.1	Chromosome		NW_019794647.1	unplaced-scaffold	1161		
GCF_002901205.1		Primary Assembly	Un			PDCF01026423.1	Chromosome		NW_019794648.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026424.1	Chromosome		NW_019794649.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026425.1	Chromosome		NW_019794650.1	unplaced-scaffold	1181		
GCF_002901205.1		Primary Assembly	Un			PDCF01026426.1	Chromosome		NW_019794651.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026427.1	Chromosome		NW_019794652.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026428.1	Chromosome		NW_019794653.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026429.1	Chromosome		NW_019794654.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01002647.1	Chromosome		NW_019794655.1	unplaced-scaffold	6891		
GCF_002901205.1		Primary Assembly	Un			PDCF01026430.1	Chromosome		NW_019794656.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026431.1	Chromosome		NW_019794657.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026432.1	Chromosome		NW_019794658.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026433.1	Chromosome		NW_019794659.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026434.1	Chromosome		NW_019794660.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026435.1	Chromosome		NW_019794661.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026436.1	Chromosome		NW_019794662.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026437.1	Chromosome		NW_019794663.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026438.1	Chromosome		NW_019794664.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026439.1	Chromosome		NW_019794665.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01002648.1	Chromosome		NW_019794666.1	unplaced-scaffold	6889		
GCF_002901205.1		Primary Assembly	Un			PDCF01026440.1	Chromosome		NW_019794667.1	unplaced-scaffold	1180		
GCF_002901205.1		Primary Assembly	Un			PDCF01026441.1	Chromosome		NW_019794668.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026442.1	Chromosome		NW_019794669.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026443.1	Chromosome		NW_019794670.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026444.1	Chromosome		NW_019794671.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026445.1	Chromosome		NW_019794672.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026446.1	Chromosome		NW_019794673.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026447.1	Chromosome		NW_019794674.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026448.1	Chromosome		NW_019794675.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026449.1	Chromosome		NW_019794676.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01002649.1	Chromosome		NW_019794677.1	unplaced-scaffold	6885		
GCF_002901205.1		Primary Assembly	Un			PDCF01026450.1	Chromosome		NW_019794678.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026451.1	Chromosome		NW_019794679.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026452.1	Chromosome		NW_019794680.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026453.1	Chromosome		NW_019794681.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026454.1	Chromosome		NW_019794682.1	unplaced-scaffold	1179		
GCF_002901205.1		Primary Assembly	Un			PDCF01026455.1	Chromosome		NW_019794683.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026456.1	Chromosome		NW_019794684.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026457.1	Chromosome		NW_019794685.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026458.1	Chromosome		NW_019794686.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026459.1	Chromosome		NW_019794687.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01002650.1	Chromosome		NW_019794688.1	unplaced-scaffold	6881		
GCF_002901205.1		Primary Assembly	Un			PDCF01026460.1	Chromosome		NW_019794689.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026461.1	Chromosome		NW_019794690.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026462.1	Chromosome		NW_019794691.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026463.1	Chromosome		NW_019794692.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026464.1	Chromosome		NW_019794693.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026465.1	Chromosome		NW_019794694.1	unplaced-scaffold	1178		
GCF_002901205.1		Primary Assembly	Un			PDCF01026466.1	Chromosome		NW_019794695.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026467.1	Chromosome		NW_019794696.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026468.1	Chromosome		NW_019794697.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026469.1	Chromosome		NW_019794698.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01002651.1	Chromosome		NW_019794699.1	unplaced-scaffold	6075		
GCF_002901205.1		Primary Assembly	Un			PDCF01026470.1	Chromosome		NW_019794700.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026471.1	Chromosome		NW_019794701.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026472.1	Chromosome		NW_019794702.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026473.1	Chromosome		NW_019794703.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026474.1	Chromosome		NW_019794704.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026475.1	Chromosome		NW_019794705.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026476.1	Chromosome		NW_019794706.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026477.1	Chromosome		NW_019794707.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026478.1	Chromosome		NW_019794708.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01026479.1	Chromosome		NW_019794709.1	unplaced-scaffold	1177		
GCF_002901205.1		Primary Assembly	Un			PDCF01002652.1	Chromosome		NW_019794710.1	unplaced-scaffold	6879		
GCF_002901205.1		Primary Assembly	Un			PDCF01026480.1	Chromosome		NW_019794711.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026481.1	Chromosome		NW_019794712.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026482.1	Chromosome		NW_019794713.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026483.1	Chromosome		NW_019794714.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026484.1	Chromosome		NW_019794715.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026485.1	Chromosome		NW_019794716.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026486.1	Chromosome		NW_019794717.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026487.1	Chromosome		NW_019794718.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026488.1	Chromosome		NW_019794719.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026489.1	Chromosome		NW_019794720.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01002653.1	Chromosome		NW_019794721.1	unplaced-scaffold	6876		
GCF_002901205.1		Primary Assembly	Un			PDCF01026490.1	Chromosome		NW_019794722.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026491.1	Chromosome		NW_019794723.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026492.1	Chromosome		NW_019794724.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026493.1	Chromosome		NW_019794725.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026494.1	Chromosome		NW_019794726.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026495.1	Chromosome		NW_019794727.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026496.1	Chromosome		NW_019794728.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026497.1	Chromosome		NW_019794729.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026498.1	Chromosome		NW_019794730.1	unplaced-scaffold	1176		
GCF_002901205.1		Primary Assembly	Un			PDCF01026499.1	Chromosome		NW_019794731.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01002654.1	Chromosome		NW_019794732.1	unplaced-scaffold	6874		
GCF_002901205.1		Primary Assembly	Un			PDCF01000271.1	Chromosome		NW_019794733.1	unplaced-scaffold	56504		
GCF_002901205.1		Primary Assembly	Un			PDCF01026500.1	Chromosome		NW_019794734.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01026501.1	Chromosome		NW_019794735.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01026502.1	Chromosome		NW_019794736.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01026503.1	Chromosome		NW_019794737.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01026504.1	Chromosome		NW_019794738.1	unplaced-scaffold	1175		
GCF_002901205.1		Primary Assembly	Un			PDCF01026505.1	Chromosome		NW_019794739.1	unplaced-scaffold	1175		
